year,city,state,population,female,age,hhincome,sanctuary
2008,"grand rapids-wyoming, mi",mi,776505,1.5042160749435425,34,60000,NA
2008,"greeley, co",co,NA,1.4945226907730103,30,60000,NA
2008,,,NA,1.499876856803894,35,65700,NA
2008,"greensboro-high point, nc",nc,707185,1.5135583877563477,36,52500,NA
2008,"greenville, nc",nc,176589,1.5206660032272339,31,45000,NA
2008,"greenville-anderson-mauldin, sc",sc,630098,1.5091331005096436,37,52400,NA
2008,"gulfport-biloxi-pascagoula, ms",ms,NA,1.507263422012329,35,56000,NA
2008,"harrisburg-carlisle, pa",pa,533802,1.5119514465332031,39,66710,NA
2008,"hartford-west hartford-east hartford, ct",ct,1191170,1.5105808973312378,39,79900,1
2008,"hattiesburg, ms",ms,141000,1.5265363454818726,31,46500,NA
2008,"hickory-lenoir-morganton, nc",nc,363237,1.5061612129211426,38,49700,NA
2008,"houma-thibodaux, la",la,NA,1.510779619216919,37,59900,NA
2008,"houston-the woodlands-sugar land, tx",tx,5726705,1.4986063241958618,32,62000,NA
2008,"huntsville, al",al,397228,1.5093398094177246,36,60000,NA
2008,"indianapolis-carmel-anderson, in",in,1720796,1.509053349494934,35,64000,NA
2008,"iowa city, ia",ia,149359,1.5032057762145996,29,65320,NA
2008,"jackson, mi",mi,160266,1.488309621810913,38,60000,NA
2008,"jackson, ms",ms,537194,1.5200984477996826,34,54300,NA
2008,"jackson, tn",tn,113008,1.5170857906341553,37,50300,NA
2008,"jacksonville, fl",fl,1316528,1.5109939575195312,37,62000,NA
2008,"jacksonville, nc",nc,169233,1.455156922340393,25,54500,NA
2008,"janesville-beloit, wi",wi,NA,1.5098003149032593,37,61000,NA
2008,"johnstown, pa",pa,144488,1.5025814771652222,43,44800,NA
2008,"joplin, mo",mo,172615,1.5142420530319214,35,43000,NA
2008,"kalamazoo-portage, mi",mi,324135,1.512737512588501,35,55000,NA
2008,"kankakee, il",il,NA,1.5130373239517212,33,60000,NA
2008,"kansas city, mo-ks",mo,2046083,1.510059118270874,36,66000,0
2008,"kennewick-richland, wa",wa,NA,1.4903568029403687,32,59600,NA
2008,"killeen-temple, tx",tx,NA,1.5047905445098877,30,56300,NA
2008,"kingsport-bristol-bristol, tn-va",tn,304679,1.5129421949386597,41,43300,NA
2008,"knoxville, tn",tn,692210,1.5161041021347046,39,52600,NA
2008,"la crosse-onalaska, wi-mn",wi,NA,1.5155233144760132,37,52700,NA
2008,"lafayette, la",la,259773,1.5072495937347412,33,56000,NA
2008,"lake charles, la",la,192972,1.5128483772277832,36,49900,NA
2008,"lake havasu city-kingman, az",az,195601,1.5049916505813599,44,41700,NA
2008,"lakeland-winter haven, fl",fl,580282,1.5065972805023193,38,50000,NA
2008,"lancaster, pa",pa,503807,1.5094835758209229,37,62450,NA
2008,"lansing-east lansing, mi",mi,454605,1.5143083333969116,34,60000,NA
2008,"laredo, tx",tx,235937,1.5169328451156616,25,40000,NA
2008,"las cruces, nm",nm,201428,1.5073684453964233,30,39800,NA
2008,"las vegas-henderson-paradise, nv",nv,1879093,1.4914207458496094,35,63000,NA
2008,"lebanon, pa",pa,129302,1.507528305053711,38,62000,NA
2008,"lewiston-auburn, me",me,107061,1.5106178522109985,39,49500,NA
2008,,,NA,1.509177803993225,35,60000,NA
2008,"lincoln, ne",ne,294665,1.4998703002929688,32,60000,NA
2008,"little rock-north little rock-conway, ar",ar,675921,1.51670241355896,36,50000,NA
2008,"los angeles-long beach-anaheim, ca",ca,12768395,1.5024008750915527,34,66200,0
2008,"louisville/jefferson county, ky-in",ky,1249739,1.5121150016784668,37,60000,NA
2008,"lubbock, tx",tx,271582,1.50513756275177,30,55000,NA
2008,"lynchburg, va",va,245579,1.5293428897857666,38,51400,NA
2008,"madera, ca",ca,NA,1.522215485572815,32,49000,0
2008,,,NA,1.5012844800949097,34,73600,NA
2008,"manchester-nashua, nh",nh,404074,1.5020818710327148,38,75740,NA
2008,"mansfield, oh",oh,125081,1.4891084432601929,39,50600,NA
2008,"mcallen-edinburg-mission, tx",tx,721275,1.5099514722824097,27,32200,NA
2008,"medford, or",or,200298,1.512208342552185,39,47800,NA
2008,"memphis, tn-ms-ar",tn,1298529,1.517160177230835,35,52000,NA
2008,"merced, ca",ca,244356,1.494734525680542,30,49520,0
2008,"miami-fort lauderdale-west palm beach, fl",fl,5501752,1.5140324831008911,40,58000,NA
2008,"midland, tx",tx,129159,1.505920648574829,33,64000,NA
2008,"milwaukee-waukesha-west allis, wi",wi,1550451,1.5096673965454102,37,65600,0
2008,"minneapolis-st. paul-bloomington, mn-wi",mn,3237612,1.5016793012619019,36,80000,0
2008,"mobile, al",al,409132,1.5195356607437134,35,47600,NA
2008,"modesto, ca",ca,507450,1.5037994384765625,31,58580,0
2008,"monroe, la",la,172981,1.5210505723953247,34,44000,NA
2008,"monroe, mi",mi,152870,1.5051660537719727,38,67000,NA
2008,"montgomery, al",al,365596,1.5119132995605469,35,57000,NA
2008,"muncie, in",in,114897,1.5165151357650757,35,45490,NA
2008,"muskegon, mi",mi,NA,1.5045020580291748,37,48000,NA
2008,"napa, ca",ca,133591,1.4825594425201416,38,78000,0
2008,"naples-immokalee-marco island, fl",fl,315533,1.4897624254226685,44,70000,NA
2008,"nashville-davidson--murfreesboro--franklin, tn",tn,1556368,1.5066982507705688,36,60300,NA
2008,"new haven-milford, ct",ct,845573,1.5131165981292725,37,74300,0
2008,"new orleans-metairie, la",la,1168547,1.5186089277267456,38,56000,NA
2008,"new york-newark-jersey city, ny-nj-pa",ny,18968501,1.5140360593795776,37,76500,0
2008,"niles-benton harbor, mi",mi,160319,1.5164189338684082,39,49000,NA
2008,"north port-sarasota-bradenton, fl",fl,685926,1.5159786939620972,46,55800,NA
2008,"norwich-new london, ct",ct,265830,1.5074825286865234,38,77600,0
2008,"ocala, fl",fl,327172,1.515702247619629,43,46000,NA
2008,"ocean city, nj",nj,96470,1.51375412940979,44,70000,NA
2008,"odessa, tx",tx,131180,1.5100772380828857,29,59000,NA
2008,"ogden-clearfield, ut",ut,530998,1.4947794675827026,29,67400,NA
2008,"oklahoma city, ok",ok,1207519,1.5066137313842773,34,53100,NA
2008,"olympia-tumwater, wa",wa,NA,1.5070315599441528,36,67950,NA
2008,"omaha-council bluffs, ne-ia",ne,839265,1.5028226375579834,35,63000,0
2008,"orlando-kissimmee-sanford, fl",fl,2060968,1.5041134357452393,37,57000,NA
2008,"owensboro, ky",ky,112945,1.5120799541473389,38,50000,NA
2008,"oxnard-thousand oaks-ventura, ca",ca,794778,1.4976283311843872,35,85500,0
2008,"palm bay-melbourne-titusville, fl",fl,536314,1.5075888633728027,43,57600,NA
2008,"panama city, fl",fl,NA,1.5072907209396362,38,54200,NA
2008,"pensacola-ferry pass-brent, fl",fl,453132,1.503090262413025,38,52800,NA
2008,"peoria, il",il,372638,1.5117679834365845,37,61000,NA
2008,"philadelphia-camden-wilmington, pa-nj-de-md",pa,5940496,1.5145914554595947,38,73000,0
2008,"phoenix-mesa-scottsdale, az",az,4287323,1.4935215711593628,33,62000,0
2008,"pittsburgh, pa",pa,2355391,1.5167077779769897,42,59600,0
2008,"pittsfield, ma",ma,129571,1.5242880582809448,40,55000,NA
2008,"portland-south portland, me",me,516026,1.5124740600585938,41,61000,NA
2008,"portland-vancouver-hillsboro, or-wa",or,2203745,1.5008622407913208,36,69000,0
2008,"port st. lucie, fl",fl,404726,1.5033020973205566,41,52620,NA
2008,"providence-warwick, ri-ma",ri,1599312,1.5151705741882324,38,69000,0
2008,"provo-orem, ut",ut,539754,1.4996854066848755,24,65000,NA
2008,"pueblo, co",co,156009,1.5062116384506226,37,45400,NA
2008,"punta gorda, fl",fl,157736,1.5213066339492798,49,50000,NA
2008,"racine, wi",wi,200109,1.502726674079895,37,64600,NA
2008,"raleigh, nc",nc,1090408,1.5025402307510376,34,70000,NA
2008,"reading, pa",pa,404771,1.5065553188323975,38,63700,0
2008,"redding, ca",ca,180515,1.5107638835906982,39,48000,0
2008,"reno, nv",nv,416657,1.4916069507598877,37,65500,NA
2008,"richmond, va",va,1227115,1.5129482746124268,37,68800,0
2008,"riverside-san bernardino-ontario, ca",ca,4092831,1.4986019134521484,31,64000,0
2008,"roanoke, va",va,298920,1.521561861038208,39,58000,NA
2008,"rochester, ny",ny,1033155,1.5085632801055908,39,62000,NA
2008,"rockford, il",il,353381,1.5020772218704224,35,56800,NA
2008,"rocky mount, nc",nc,146524,1.5253342390060425,38,48000,NA
2008,"sacramento--roseville--arden-arcade, ca",ca,2101138,1.5075454711914062,34,68000,0
2008,"saginaw, mi",mi,NA,1.5160062313079834,38,50000,NA
2008,"st. cloud, mn",mn,187672,1.4975910186767578,33,59390,NA
2008,"st. louis, mo-il",mo,2818688,1.5157655477523804,38,64000,NA
2008,"salinas, ca",ca,405660,1.4830278158187866,32,62600,0
2008,"salt lake city, ut",ut,1111600,1.4905195236206055,30,69100,NA
2008,"san angelo, tx",tx,109152,1.5164086818695068,33,45000,NA
2008,"san antonio-new braunfels, tx",tx,2030691,1.507034182548523,33,55120,NA
2008,"san diego-carlsbad, ca",ca,3019274,1.4955670833587646,33,71000,0
2008,"san francisco-oakland-hayward, ca",ca,4260236,1.5014386177062988,38,89000,0
2008,"san jose-sunnyvale-santa clara, ca",ca,1810646,1.486393928527832,36,99750,0
2008,"san luis obispo-paso robles-arroyo grande, ca",ca,NA,1.4853920936584473,36,67200,0
2008,"santa cruz-watsonville, ca",ca,252929,1.4973723888397217,38,78250,0
2008,"santa fe, nm",nm,145362,1.4967584609985352,39,70000,NA
2008,"santa maria-santa barbara, ca",ca,NA,1.494591236114502,33,70300,0
2008,"santa rosa, ca",ca,466424,1.5024067163467407,38,74000,0
2008,,,NA,1.5278750658035278,33,51000,NA
2008,"scranton--wilkes-barre--hazleton, pa",pa,549321,1.5151864290237427,41,50400,NA
2008,"seattle-tacoma-bellevue, wa",wa,3356637,1.4989700317382812,37,76000,0
2008,"sheboygan, wi",wi,114458,1.5020194053649902,36,63100,NA
2008,"shreveport-bossier city, la",la,389389,1.518229365348816,35,45000,NA
2008,,,NA,1.5006766319274902,35,60000,NA
2008,,,NA,1.5187656879425049,36,50200,NA
2008,"spartanburg, sc",sc,282520,1.5099073648452759,37,52400,NA
2008,"spokane-spokane valley, wa",wa,462408,1.5077675580978394,35,56700,NA
2008,"springfield, il",il,207305,1.5179146528244019,37,63000,NA
2008,"springfield, ma",ma,696869,1.5189191102981567,36,60000,NA
2008,"springfield, mo",mo,426125,1.5141819715499878,35,53300,NA
2008,"springfield, oh",oh,139818,1.5190494060516357,39,50000,NA
2008,"state college, pa",pa,145550,1.4808787107467651,28,57000,NA
2008,"stockton-lodi, ca",ca,668753,1.4985113143920898,32,61600,0
2008,"sumter, sc",sc,104313,1.5291848182678223,37,45600,NA
2008,"syracuse, ny",ny,645016,1.5126463174819946,38,59000,NA
2008,"tallahassee, fl",fl,357171,1.5198935270309448,31,48000,NA
2008,"tampa-st. petersburg-clearwater, fl",fl,2730007,1.5114773511886597,40,54450,NA
2008,"terre haute, in",in,169812,1.5039420127868652,36,46300,NA
2008,"toledo, oh",oh,673345,1.5136003494262695,36,54000,NA
2008,"trenton, nj",nj,364571,1.5033973455429077,36,87800,NA
2008,"tucson, az",az,1009832,1.509183645248413,36,54800,NA
2008,,,NA,1.5092151165008545,36,56200,NA
2008,"tyler, tx",tx,201160,1.5158233642578125,34,54580,NA
2008,"urban honolulu, hi",hi,902745,1.4965115785598755,37,84700,NA
2008,"utica-rome, ny",ny,292833,1.5032087564468384,39,53000,NA
2008,"vallejo-fairfield, ca",ca,406293,1.4968656301498413,36,80000,0
2008,"vineland-bridgeton, nj",nj,NA,1.4834861755371094,35,63420,NA
2008,"virginia beach-norfolk-newport news, va-nc",va,1670225,1.5074145793914795,34,65570,NA
2008,"visalia-porterville, ca",ca,422343,1.4968377351760864,29,50000,0
2008,"waco, tx",tx,230849,1.507493257522583,31,48020,NA
2008,"washington-arlington-alexandria, dc-va-md-wv",dc,5377936,1.5110841989517212,36,96100,0
2008,"wausau, wi",wi,131043,1.4999386072158813,38,67980,NA
2008,"wichita, ks",ks,603205,1.5024693012237549,34,59400,NA
2008,"wichita falls, tx",tx,147607,1.4816803932189941,35,50000,NA
2008,"williamsport, pa",pa,116666,1.5146808624267578,39,47360,NA
2008,"winston-salem, nc",nc,480063,1.514256477355957,38,51200,NA
2008,"worcester, ma-ct",ma,799343,1.5057017803192139,37,75000,0
2008,"yakima, wa",wa,234881,1.4999957084655762,32,48000,NA
2008,"york-hanover, pa",pa,425766,1.5038917064666748,39,64200,NA
2008,"youngstown-warren-boardman, oh-pa",oh,566425,1.51183021068573,41,48300,0
2008,"yuba city, ca",ca,164992,1.5008440017700195,31,56500,0
2008,"yuma, az",az,193299,1.5015884637832642,34,40800,NA
2009,"akron, oh",oh,699935,1.5168505907058716,39,57000,NA
2009,"albany-schenectady-troy, ny",ny,857592,1.5103423595428467,39,71004,NA
2009,"albuquerque, nm",nm,857903,1.5089495182037354,35,55500,NA
2009,"alexandria, la",la,154101,1.517601490020752,37,52720,NA
2009,"allentown-bethlehem-easton, pa-nj",pa,816012,1.510732650756836,39,67600,NA
2009,"altoona, pa",pa,126122,1.5159714221954346,41,51000,NA
2009,"amarillo, tx",tx,246474,1.5013855695724487,32,53100,NA
2009,"anchorage, ak",ak,374553,1.4925041198730469,32,83000,NA
2009,"ann arbor, mi",mi,347563,1.5014357566833496,32,67610,NA
2009,"anniston-oxford-jacksonville, al",al,NA,1.5200892686843872,37,49900,NA
2009,"athens-clarke county, ga",ga,192222,1.5140563249588013,27,46300,NA
2009,"atlanta-sandy springs-roswell, ga",ga,5475213,1.505009651184082,34,63800,NA
2009,"atlantic city-hammonton, nj",nj,271712,1.5201408863067627,39,63600,NA
2009,"auburn-opelika, al",al,135883,1.5029343366622925,26,45480,NA
2009,"augusta-richmond county, ga-sc",ga,539154,1.5207151174545288,35,51600,NA
2009,"austin-round rock, tx",tx,1705075,1.4894598722457886,32,65000,0
2009,"bakersfield, ca",ca,807407,1.4810926914215088,30,50000,0
2009,"baltimore-columbia-towson, md",md,2690886,1.5171034336090088,37,77500,0
2009,"bangor, me",me,149419,1.5130136013031006,40,46600,NA
2009,"barnstable town, ma",ma,221151,1.5206574201583862,48,72800,NA
2009,"baton rouge, la",la,786947,1.5114623308181763,32,59000,NA
2009,"battle creek, mi",mi,135616,1.5050886869430542,40,44920,NA
2009,"beaumont-port arthur, tx",tx,378477,1.496267318725586,35,53000,NA
2009,"bellingham, wa",wa,200434,1.5051630735397339,35,57200,NA
2009,"billings, mt",mt,154553,1.511244535446167,38,56400,NA
2009,"binghamton, ny",ny,244694,1.5126547813415527,40,50500,NA
2009,"birmingham-hoover, al",al,1131070,1.5148919820785522,37,55900,NA
2009,"bloomington, il",il,NA,1.5156270265579224,30,67000,NA
2009,"bloomington, in",in,185598,1.5125616788864136,27,48000,NA
2009,"boise city, id",id,606376,1.4973398447036743,33,55000,NA
2009,"boston-cambridge-newton, ma-nh",ma,4588680,1.5112932920455933,38,86000,0
2009,"bremerton-silverdale, wa",wa,240862,1.491231918334961,39,71800,NA
2009,"bridgeport-stamford-norwalk, ct",ct,901208,1.5095136165618896,39,95800,0
2009,"brownsville-harlingen, tx",tx,396371,1.5166752338409424,28,34000,NA
2009,"buffalo-cheektowaga-niagara falls, ny",ny,1123804,1.5152498483657837,40,57600,NA
2009,"burlington, nc",nc,150358,1.5148693323135376,37,50010,NA
2009,"burlington-south burlington, vt",vt,208055,1.5120469331741333,36,71500,NA
2009,"canton-massillon, oh",oh,408005,1.5115320682525635,40,50900,NA
2009,"cape coral-fort myers, fl",fl,586908,1.5025749206542969,44,50000,NA
2009,"champaign-urbana, il",il,226132,1.4923146963119507,26,54200,NA
2009,"charleston-north charleston, sc",sc,659191,1.5105868577957153,35,54500,NA
2009,"charlotte-concord-gastonia, nc-sc",nc,1745524,1.5098956823349,35,60000,NA
2009,"charlottesville, va",va,196766,1.5304235219955444,36,70500,NA
2009,"chattanooga, tn-ga",tn,524303,1.5163800716400146,38,51000,NA
2009,"chicago-naperville-elgin, il-in-wi",il,9580567,1.507230281829834,35,69000,0
2009,"chico, ca",ca,220577,1.510374903678894,36,47400,0
2009,"cincinnati, oh-ky-in",oh,2171896,1.5114191770553589,36,63000,NA
2009,"clarksville, tn-ky",tn,268546,1.5057590007781982,30,50000,NA
2009,"cleveland-elyria, oh",oh,2091286,1.5170716047286987,39,56000,NA
2009,"college station-bryan, tx",tx,212268,1.4924644231796265,23,43700,NA
2009,"colorado springs, co",co,626227,1.5020378828048706,34,65500,NA
2009,"columbia, mo",mo,166234,1.517514944076538,28,55000,NA
2009,"columbia, sc",sc,744730,1.5181645154953003,34,58500,NA
2009,"columbus, oh",oh,1801848,1.5043874979019165,34,60000,NA
2009,"corpus christi, tx",tx,416095,1.5118266344070435,34,50000,NA
2009,"dallas-fort worth-arlington, tx",tx,6447615,1.4962514638900757,32,61400,NA
2009,"daphne-fairhope-foley, al",al,179878,1.513005256652832,40,55400,NA
2009,"davenport-moline-rock island, ia-il",ia,379066,1.508344054222107,38,59600,NA
2009,"dayton, oh",oh,835063,1.5178449153900146,38,54000,NA
2009,"decatur, al",al,151399,1.5028613805770874,39,45000,NA
2009,"decatur, il",il,108204,1.505755066871643,39,53000,NA
2009,"deltona-daytona beach-ormond beach, fl",fl,495890,1.5112086534500122,44,49200,NA
2009,"denver-aurora-lakewood, co",co,2552195,1.4966932535171509,35,70000,NA
2009,"des moines-west des moines, ia",ia,562906,1.514026165008545,34,67640,NA
2009,"detroit-warren-dearborn, mi",mi,4403437,1.510241985321045,38,58500,NA
2009,"dover, de",de,157741,1.5195560455322266,35,60000,NA
2009,"durham-chapel hill, nc",nc,501228,1.5147228240966797,33,59000,NA
2009,"eau claire, wi",wi,160018,1.5017699003219604,36,55000,NA
2009,"elkhart-goshen, in",in,200502,1.5066981315612793,33,50000,NA
2009,"el paso, tx",tx,751296,1.517369031906128,30,41700,NA
2009,"erie, pa",pa,280291,1.5096827745437622,38,51400,0
2009,"eugene, or",or,NA,1.5097572803497314,38,50000,NA
2009,"evansville, in-ky",in,351911,1.5159404277801514,38,58900,NA
2009,"fayetteville, nc",nc,360355,1.5177948474884033,29,45400,NA
2009,"fayetteville-springdale-rogers, ar-mo",ar,464623,1.5037932395935059,32,52000,NA
2009,"flagstaff, az",az,129849,1.5008611679077148,28,52900,NA
2009,"flint, mi",mi,424043,1.512675404548645,38,51300,NA
2009,"florence-muscle shoals, al",al,144238,1.5096769332885742,39,45000,NA
2009,"fort collins, co",co,298382,1.4969842433929443,33,67000,NA
2009,"fort wayne, in",in,414315,1.506684422492981,35,54000,NA
2009,"fresno, ca",ca,915267,1.4929163455963135,30,50000,0
2009,"gadsden, al",al,103645,1.5086207389831543,38,45000,NA
2009,"gainesville, fl",fl,260690,1.5135035514831543,27,43700,NA
2009,"glens falls, ny",ny,128774,1.493518590927124,42,60000,NA
2009,"goldsboro, nc",nc,113811,1.5154231786727905,36,45000,NA
2009,"grand junction, co",co,146093,1.5073968172073364,37,61000,NA
2009,"grand rapids-wyoming, mi",mi,778009,1.5047321319580078,34,57000,NA
2009,"greeley, co",co,NA,1.4954217672348022,32,64000,NA
2009,,,NA,1.4975725412368774,35,62300,NA
2009,"greensboro-high point, nc",nc,714765,1.520032525062561,37,50000,NA
2009,"greenville, nc",nc,179715,1.5288712978363037,29,40600,NA
2009,"greenville-anderson-mauldin, sc",sc,639617,1.5083035230636597,37,49790,NA
2009,"gulfport-biloxi-pascagoula, ms",ms,NA,1.5096099376678467,35,54800,NA
2009,"harrisburg-carlisle, pa",pa,536919,1.5123926401138306,39,65400,NA
2009,"hartford-west hartford-east hartford, ct",ct,1195998,1.5093942880630493,39,80000,1
2009,"hattiesburg, ms",ms,143093,1.51544189453125,29,49000,NA
2009,"hickory-lenoir-morganton, nc",nc,365364,1.4984991550445557,39,46100,NA
2009,"houma-thibodaux, la",la,NA,1.5185213088989258,36,56600,NA
2009,"houston-the woodlands-sugar land, tx",tx,5867489,1.498151421546936,32,60000,NA
2009,"huntsville, al",al,406316,1.5094341039657593,36,65600,NA
2009,"indianapolis-carmel-anderson, in",in,1743658,1.510218858718872,35,60000,NA
2009,"iowa city, ia",ia,152263,1.4978431463241577,27,60010,NA
2009,"jackson, mi",mi,159828,1.4923465251922607,38,52500,NA
2009,"jackson, ms",ms,540866,1.5187101364135742,33,52000,NA
2009,"jackson, tn",tn,113629,1.5284653902053833,35,45000,NA
2009,"jacksonville, fl",fl,1328144,1.511078953742981,36,58800,NA
2009,"jacksonville, nc",nc,173064,1.4433128833770752,23,45000,NA
2009,"janesville-beloit, wi",wi,NA,1.4991952180862427,38,56800,NA
2009,"johnstown, pa",pa,143998,1.4987870454788208,43,49000,NA
2009,"joplin, mo",mo,174300,1.50473952293396,35,45000,NA
2009,"kalamazoo-portage, mi",mi,326634,1.5130815505981445,35,51000,NA
2009,"kankakee, il",il,NA,1.5128644704818726,35,60000,NA
2009,"kansas city, mo-ks",mo,2067585,1.5095527172088623,35,66000,0
2009,"kennewick-richland, wa",wa,NA,1.4893254041671753,32,60020,NA
2009,"killeen-temple, tx",tx,NA,1.5060501098632812,28,51800,NA
2009,"kingsport-bristol-bristol, tn-va",tn,305629,1.5111414194107056,42,43000,NA
2009,"knoxville, tn",tn,699247,1.511725664138794,38,53000,NA
2009,"la crosse-onalaska, wi-mn",wi,NA,1.5017452239990234,34,63000,NA
2009,"lafayette, la",la,263171,1.5072863101959229,33,55000,NA
2009,"lake charles, la",la,194138,1.5082954168319702,34,56000,NA
2009,"lake havasu city-kingman, az",az,194825,1.5044634342193604,45,46800,NA
2009,"lakeland-winter haven, fl",fl,583403,1.5048037767410278,38,50000,NA
2009,"lancaster, pa",pa,507766,1.5049771070480347,37,65200,NA
2009,"lansing-east lansing, mi",mi,453603,1.5164140462875366,33,57600,NA
2009,"laredo, tx",tx,241438,1.5194971561431885,26,39500,NA
2009,"las cruces, nm",nm,206419,1.4988631010055542,30,36200,NA
2009,"las vegas-henderson-paradise, nv",nv,1902834,1.490199327468872,34,61300,NA
2009,"lebanon, pa",pa,130506,1.5153266191482544,41,58000,NA
2009,"lewiston-auburn, me",me,106539,1.521989345550537,38,50600,NA
2009,,,NA,1.5068730115890503,33,57600,NA
2009,"lincoln, ne",ne,298012,1.4939861297607422,30,60000,NA
2009,"little rock-north little rock-conway, ar",ar,685488,1.5172849893569946,35,53400,NA
2009,"los angeles-long beach-anaheim, ca",ca,12874797,1.5013712644577026,34,66000,0
2009,"louisville/jefferson county, ky-in",ky,1258577,1.5106185674667358,37,57000,NA
2009,"lubbock, tx",tx,276659,1.5066725015640259,28,45000,NA
2009,"lynchburg, va",va,247447,1.5210808515548706,39,52000,NA
2009,"madera, ca",ca,NA,1.5114068984985352,33,52000,0
2009,,,NA,1.501635193824768,33,72000,NA
2009,"manchester-nashua, nh",nh,405906,1.49965238571167,38,73000,NA
2009,"mansfield, oh",oh,124490,1.493850827217102,40,52300,NA
2009,"mcallen-edinburg-mission, tx",tx,741152,1.5091915130615234,27,33600,NA
2009,"medford, or",or,201286,1.5153547525405884,42,52800,NA
2009,"memphis, tn-ms-ar",tn,1304926,1.5170857906341553,34,50000,NA
2009,"merced, ca",ca,245321,1.4951070547103882,29,45000,0
2009,"miami-fort lauderdale-west palm beach, fl",fl,5547051,1.5130515098571777,39,55000,NA
2009,"midland, tx",tx,132316,1.5102156400680542,33,64300,NA
2009,"milwaukee-waukesha-west allis, wi",wi,1559667,1.5096020698547363,36,61000,0
2009,"minneapolis-st. paul-bloomington, mn-wi",mn,3269814,1.5043401718139648,35,75000,0
2009,"mobile, al",al,411721,1.5228297710418701,35,48000,NA
2009,"modesto, ca",ca,510385,1.5045056343078613,32,55700,0
2009,"monroe, la",la,174086,1.5250455141067505,33,50000,NA
2009,"monroe, mi",mi,152721,1.5006036758422852,39,61050,NA
2009,"montgomery, al",al,366401,1.5172122716903687,34,52000,NA
2009,"muncie, in",in,115192,1.5196894407272339,34,48000,NA
2009,"muskegon, mi",mi,NA,1.4975948333740234,37,47000,NA
2009,"napa, ca",ca,134650,1.485597848892212,39,74700,0
2009,"naples-immokalee-marco island, fl",fl,318537,1.490962028503418,45,57700,NA
2009,"nashville-davidson--murfreesboro--franklin, tn",tn,1582264,1.5085463523864746,35,60970,NA
2009,"new haven-milford, ct",ct,848006,1.5135602951049805,38,75000,0
2009,"new orleans-metairie, la",la,1189981,1.5158401727676392,37,52500,NA
2009,"new york-newark-jersey city, ny-nj-pa",ny,19069796,1.5136152505874634,37,76400,0
2009,"niles-benton harbor, mi",mi,160472,1.5199717283248901,39,50000,NA
2009,"north port-sarasota-bradenton, fl",fl,688126,1.5147757530212402,47,53100,NA
2009,"norwich-new london, ct",ct,266830,1.5096873044967651,40,77000,0
2009,"ocala, fl",fl,328547,1.5161665678024292,46,45000,NA
2009,"ocean city, nj",nj,96091,1.520127534866333,46,59000,NA
2009,"odessa, tx",tx,134625,1.5080244541168213,30,52000,NA
2009,"ogden-clearfield, ut",ut,541569,1.4927046298980713,29,67000,NA
2009,"oklahoma city, ok",ok,1227278,1.5052995681762695,33,53100,NA
2009,"olympia-tumwater, wa",wa,NA,1.506795883178711,38,68500,NA
2009,"omaha-council bluffs, ne-ia",ne,849517,1.501731514930725,34,62500,0
2009,"orlando-kissimmee-sanford, fl",fl,2082421,1.5037660598754883,35,55000,NA
2009,"owensboro, ky",ky,113636,1.513124942779541,38,50790,NA
2009,"oxnard-thousand oaks-ventura, ca",ca,802983,1.4975824356079102,36,80500,0
2009,"palm bay-melbourne-titusville, fl",fl,536357,1.5064703226089478,44,54000,NA
2009,"panama city, fl",fl,NA,1.5019643306732178,37,51500,NA
2009,"pensacola-ferry pass-brent, fl",fl,455102,1.499964714050293,36,51200,NA
2009,"peoria, il",il,375865,1.5100305080413818,37,63050,NA
2009,"philadelphia-camden-wilmington, pa-nj-de-md",pa,5968252,1.5151149034500122,37,73840,0
2009,"phoenix-mesa-scottsdale, az",az,4364094,1.493935227394104,33,60100,0
2009,"pittsburgh, pa",pa,2354957,1.5147271156311035,41,57000,0
2009,"pittsfield, ma",ma,129288,1.5196418762207031,42,59200,NA
2009,"portland-south portland, me",me,516826,1.5128332376480103,40,63540,NA
2009,"portland-vancouver-hillsboro, or-wa",or,2241841,1.502597689628601,36,65000,0
2009,"port st. lucie, fl",fl,406296,1.5083880424499512,44,52300,NA
2009,"providence-warwick, ri-ma",ri,1600642,1.5129343271255493,39,68000,0
2009,"provo-orem, ut",ut,555551,1.5006757974624634,23,64800,NA
2009,"pueblo, co",co,157224,1.5224558115005493,37,47800,NA
2009,"punta gorda, fl",fl,156952,1.5160342454910278,54,47050,NA
2009,"racine, wi",wi,200601,1.5029735565185547,38,61000,NA
2009,"raleigh, nc",nc,1125827,1.5024199485778809,34,67100,NA
2009,"reading, pa",pa,407125,1.5051920413970947,38,64000,0
2009,"redding, ca",ca,181099,1.5064003467559814,40,54000,0
2009,"reno, nv",nv,419261,1.492407202720642,35,60700,NA
2009,"richmond, va",va,1238187,1.5157594680786133,36,66250,0
2009,"riverside-san bernardino-ontario, ca",ca,4143113,1.498606562614441,31,61000,0
2009,"roanoke, va",va,300399,1.5273866653442383,39,54500,NA
2009,"rochester, ny",ny,1035566,1.504786729812622,39,62000,NA
2009,"rockford, il",il,353722,1.5006214380264282,37,53400,NA
2009,"rocky mount, nc",nc,146596,1.522078037261963,38,44000,NA
2009,"sacramento--roseville--arden-arcade, ca",ca,2127355,1.5049693584442139,35,66900,0
2009,"saginaw, mi",mi,NA,1.517427921295166,39,47000,NA
2009,"st. cloud, mn",mn,189148,1.5028685331344604,33,61000,NA
